OD	"Sudan"	"Germany"	"Uganda"	"Iran"	"Philippines"	"South Africa"	"Paraguay"	"Colombia"	"Mauritius"	"Cambodia"	"Malawi"	"Brunei"	"Somalia"	"Sri Lanka"	"Argentina"	"Afghanistan"	"Eritrea"	"Iraq"	"United Kingdom"	"Nicaragua"	"Chile"	"Kazakhstan"	"Armenia"	"Angola"	"China"	"Comoros"	"Pakistan"	"Namibia"	"Norway"	"Peru"	"Cuba"	"Costa Rica"	"Russia"	"Zimbabwe"	"Guinea-Bissau"	"Uruguay"	"Syria"	"Mali"	"Liberia"	"Kenya"	"Senegal"	"Israel"	"Zambia"	"Sierra Leone"	"Vanuatu"	"Ethiopia"	"Greece"	"Albania"	"Tonga"	"Tanzania"	"Jordan"	"Tuvalu"	"Cameroon"	"South Korea"	"Various"	"Georgia"	"Central Afr. Rep."	"Yemen"	"Hungary"	"Guinea"	"Côte d'Ivoire"	"Honduras"	"Mauritania"	"Bangladesh"	"Burkina Faso"	"Bahrain"	"Nepal"	"Burundi"	"Ghana"	"Botswana"	"Austria"	"Nigeria"	"Indonesia"	"Romania"	"Stateless"	"Macedonia"	"Mongolia"	"Libya"	"Benin"	"Mexico"	"Kuwait"	"Palestine"	"Western Sahara"	"Congo, Dem.Rep."	"Moldova"	"Cape Verde"	"Chad"	"Poland"	"France"	"Algeria"	"Uzbekistan"	"Rwanda"	"Morocco"	"Saudi Arabia"	"India"	"North Korea"	"Mozambique"	"Togo"	"Panama"	"Bosnia & Herz."	"Djibouti"	"Bulgaria"	"Estonia"	"Thailand"	"Bolivia"	"Ukraine"	"Venezuela"	"Turkey"	"Congo"	"Spain"	"El Salvador"	"Fiji"	"Qatar"	"Trinidad & Tobago"	"Croatia"	"Samoa"	"Lebanon"	"Gambia"	"Kyrgyzstan"	"Brazil"	"Belarus"	"Czech Rep."	"Laos"	"Dominica"	"Sweden"	"Belize"	"United States"	"Equatorial Guinea"	"Turkmenistan"	"Belgium"	"Ecuador"	"Niger"	"Slovenia"	"Malaysia"	"Australia"	"Serbia"	"Tajikistan"	"Tibetans"	"Latvia"	"Madagascar"	"Myanmar"	"Dominican Rep."	"Bhutan"	"Solomon Islands"	"Tunisia"	"Egypt"	"Denmark"	"Haiti"	"Guyana"	"Swaziland"	"Viet Nam"	"Guatemala"	"Cyprus"	"Finland"	"Slovakia"	"Antigua & Barbuda"	"Martinique"	"Azerbaijan"	"New Zealand"	"Lithuania"	"Portugal"	"Netherlands"	"Emirates"	"Gabon"	"Italy"	"Montenegro"	"Saint Lucia"	"Japan"	"Maldives"	"Suriname"	"Hong Kong"	"St Vincent"	"Papua New Guinea"	"Grenada"	"Canada"	"Sao Tome"	"Luxembourg"	"Seychelles"	"Jamaica"	"Lesotho"	"Oman"	"Andorra"	"Timor-Leste"	"Switzerland"	"Singapore"	"St Kitts"	"Ireland"	"Iceland"	"Kiribati"	"Monaco"	"Malta"	"San Marino"	"Barbados"	"Gibraltar"	"Bahamas"	"Macao SAR"	"Nauru"	"Bermuda"	"Puerto Rico"	"French Guiana"	"Palau"	"Holy See"	"Cook Islands"	"French Polynesia"	"Turks"
"Palestine"	0	0	3	0	17	0	0	0	0	1	0	0	0	0	0	0	0	15000	122	0	3	0	0	0	2	0	12	0	10	10	2	0	5	0	0	0	9	0	1	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	440	96	0	1	0	0	0	0	0	0	0	0	0	0	2	3	34	0	0	0	1883	0	2	0	0	0	0	12	0	0	5	86	4005	0	0	25	240016	61	0	0	0	0	9	0	0	0	12	0	4	0	22	0	2	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	6	0	0	40	2	0	0	2	90	0	0	0	0	0	0	0	0	0	14	70198	1025	0	0	0	0	0	108	0	0	0	0	9	59	2	1	8	6	0	73	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	0	26	0	0	81	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Western Sahara"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	90000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Congo Dem.Rep."	2733	3563	28766	0	1	10772	0	1	0	4	814	0	12	0	5	0	0	0	6882	0	6	0	0	12615	3	0	0	638	999	0	0	0	1	2203	2	0	4	124	4	2385	21	105	60874	0	0	178	42	0	0	127973	7	0	661	14	0	0	3027	0	37	19	204	0	45	0	50	0	0	12623	20	227	352	750	8	22	0	0	0	7	502	36	0	0	0	0	0	0	0	8	8924	90	0	46272	128	0	6	0	1380	124	0	0	0	31	0	25	0	10	0	2	46341	161	0	0	0	0	0	0	0	8	0	268	0	0	0	0	259	0	5443	0	0	884	2	87	3	1	714	0	0	0	1	0	0	0	0	0	0	20	603	0	0	117	0	0	8	168	4	0	0	1	30	1	17	1751	0	76	496	0	0	2	0	0	3	0	0	0	5212	0	0	0	0	0	0	0	0	1353	0	0	470	1	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Moldova"	0	2170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	55	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	8	0	0	16	0	8338	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	9	3	0	0	0	0	0	0	0	18	0	0	42	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	12	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cape Verde"	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chad"	25023	29	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	24	0	0	0	0	43	0	0	0	0	9	0	0	0	0	0	0	0	2	42	1	0	25	1	0	1	0	0	3	0	0	0	1	0	7095	0	0	0	930	0	0	0	16	0	0	0	152	0	0	0	4	0	2	62	0	0	0	0	0	8	101	0	0	0	0	0	0	0	0	0	774	0	0	8	2	0	0	0	0	11	2	0	0	0	0	0	0	7	0	0	86	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	317	0	0	19	0	132	0	0	7	0	0	0	0	0	0	0	0	0	2	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	905	11	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	36	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Poland"	0	12182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	35	0	71	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	9	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"France"	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Algeria"	0	1249	0	0	0	0	0	0	0	1	0	0	0	0	58	0	0	0	2519	0	0	0	0	1	0	0	30	0	121	0	0	0	1	0	0	0	7	1	1	0	9	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	5	76	0	0	0	0	0	0	0	0	0	0	1	11	0	0	2	0	0	0	6	0	1	0	0	0	0	0	0	0	2	1166	0	0	0	7	0	0	0	0	0	0	1	0	21	2	0	0	1	0	0	0	408	0	0	0	0	0	0	5	0	0	5	0	1	0	0	93	0	1031	0	0	54	0	0	0	6	16	0	0	0	0	0	0	0	0	0	33	4	44	0	0	0	0	0	4	54	1	0	0	0	20	0	4	281	0	0	56	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	265	0	0	90	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Uzbekistan"	0	1294	0	84	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	0	0	76	0	0	0	0	8	0	71	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	41	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	4	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	0	0	94	0	0	23	0	0	1275	0	5202	0	0	36	4	0	1	0	21	1	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	4	22	3	0	0	0	0	0	2	178	0	0	0	0	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	31	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rwanda"	0	174	21866	0	6	1278	0	0	0	0	1832	0	3	0	0	0	0	0	2008	0	12	0	0	91	0	0	3	0	444	0	0	0	8	580	0	0	0	85	1	2335	300	0	4067	0	0	17	20	0	0	0	0	0	1303	2	0	0	276	0	1	8	269	0	0	0	95	0	0	551	8	89	85	35	0	8	0	0	0	5	144	0	0	0	0	37313	0	0	0	7	1908	0	0	0	10	0	0	0	535	819	0	0	0	2	0	4	0	7	1	2	6564	25	0	0	0	0	0	0	0	1	0	17	1	0	0	0	121	0	2161	0	0	1833	0	24	0	2	317	0	0	0	0	0	0	0	0	0	5	12	200	0	0	97	0	0	0	29	0	0	0	0	20	0	15	1172	0	58	99	0	0	0	0	0	0	0	0	0	1226	0	0	0	0	0	0	0	0	267	0	0	82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Morocco"	0	4187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	46	0	0	0	0	0	0	0	0	0	4	0	0	0	0	42	0	87	0	0	8	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	2	0	0	16	0	0	17	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	23	0	0	4	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Saudi Arabia"	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	70	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"India"	0	2041	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	827	1	1	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	218	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	54	0	10584	0	0	4	1	0	0	1	59	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	10	0	0	0	0	8	0	1	19	0	0	29	0	0	0	0	0	0	0	0	0	3750	0	0	0	0	0	0	0	0	38	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"North Korea"	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	30	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mozambique"	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Togo"	0	3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	3	0	0	0	27	0	0	0	0	0	1	0	0	60	2	0	1	0	0	0	0	1	0	0	0	0	1	0	17	0	0	0	7	0	9	7	23	0	36	0	27	0	0	0	8517	0	24	14	0	0	0	0	0	0	9444	0	0	0	0	0	0	0	0	3	490	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	3404	0	0	84	1	2	0	0	12	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	7	0	0	0	0	1	1	0	307	0	11	959	0	0	0	0	0	1	0	0	0	259	0	0	0	0	0	0	0	0	381	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Panama"	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bosnia & Herz."	0	28098	0	0	0	27	0	0	0	0	0	0	0	0	8	0	0	0	87	0	3	0	0	0	0	0	0	0	1083	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	200	0	0	5	0	21	0	4	0	0	0	0	0	0	0	0	0	6	3613	0	0	0	0	0	1	0	0	0	1	0	0	35	0	0	0	3	0	13	0	34	0	0	0	0	2103	0	0	0	0	4	0	11	0	0	5703	0	114615	0	0	145	0	0	137	0	202	27414	0	0	0	0	0	0	0	0	2	0	2522	0	0	0	0	0	15	115	38	0	0	0	0	0	0	2747	0	0	52	5005	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	5548	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Djibouti"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	47	0	0	85	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	32	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bulgaria"	0	1169	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	0	31	0	1133	0	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0	5	0	0	0	0	7	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	21	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Estonia"	0	172	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	402	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Thailand"	0	2868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	15	0	0	0	0	0	0	122	231	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bolivia"	0	76	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	62	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ukraine"	0	16446	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	492	0	0	0	0	0	0	0	0	0	74	2	0	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	663	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	63	0	0	165	0	43607	0	0	126	2	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	14	20	12	0	0	0	1	0	0	241	0	0	29	0	0	0	0	0	0	0	0	0	1177	0	0	0	0	0	0	0	0	28	0	0	163	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Venezuela"	0	134	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Turkey"	0	175579	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	16832	9200	0	0	0	3	0	0	0	4	0	169	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	328	6	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	584	0	0	61	0	0	0	0	0	3	0	0	0	0	3	0	0	36	10059	0	0	0	0	0	0	0	0	0	0	0	0	91	0	1	0	4	0	0	0	15	0	0	0	0	0	0	10	0	0	0	0	17	0	0	740	0	520	0	0	463	1	0	0	0	257	10	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	59	331	0	0	0	0	26	0	0	1054	0	0	1586	0	0	8	0	0	0	0	0	0	3474	0	0	0	0	0	0	0	0	5516	0	0	20	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Congo"	0	446	0	0	0	1204	1	2	0	0	0	0	0	0	11	0	0	0	868	0	0	0	0	46	0	0	0	10	169	0	1	0	1	0	6	2	0	50	0	0	18	0	0	0	0	0	4	0	0	0	0	0	159	0	0	0	66	0	30	11	488	0	17	0	98	0	0	0	3	0	56	2	0	55	0	0	0	0	252	7	0	0	0	817	0	0	0	9	2570	4	0	0	10	0	0	0	18	60	0	0	0	23	0	0	1	89	2	0	0	28	0	0	0	0	0	0	0	0	0	8	0	0	0	0	214	0	2763	0	0	55	0	5	0	0	649	0	0	0	0	0	0	0	0	0	0	1	99	0	0	56	0	0	0	22	6	0	0	0	101	0	0	684	0	7178	554	0	0	0	0	0	6	0	0	0	400	0	0	0	0	0	0	0	0	75	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spain"	0	2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
